ticker;signal_date;entry_date;exit_date;holding_days;entry_reason;exit_reason;entry_rank;entry_ranking_value;shares;entry_price;exit_price;notional_entry;notional_exit;entry_cost;exit_cost;max_price_since_entry;drawdown_from_peak_pct;gross_return_pct;net_return_pct
BBY;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;left_top_n;12;64,46280585279192;20,657928533113246;32,19444274902344;31,25;665,0704974727321;645,5602666597889;1,5961691939345568;1,5493446399834931;32,19444274902344;-2,933558305034134;-2,933558305034134;-3,413558305034134
CMI;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;left_top_n;10;70,23026315789474;41,04581662319658;16,203125;14,65625;665,0704974727321;601,5777498837249;1,5961691939345568;1,4437865997209396;16,203125;-9,546769527483123;-9,546769527483123;-10,026769527483124
CSGP;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;left_top_n;13;62,76596608125264;178,54241999996356;3,724999904632568;2,875;665,0704974727321;513,3094574998952;1,5961691939345568;1,2319426979997483;3,724999904632568;-22,818789970315756;-22,818789970315756;-23,298789970315756
HON;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;left_top_n;11;65,86538278368481;11,497530471077456;57,84463882446289;55,54208755493164;665,0704974727321;638,5968440900784;1,5961691939345568;1,532632425816188;57,84463882446289;-3,9805785226157964;-3,9805785226157964;-4,460578522615796
MGM;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;left_top_n;15;48,15573770491803;59,44764223219951;11,1875;12,078125;665,0704974727321;718,0160538357848;1,5961691939345568;1,7232385292058832;11,1875;7,9608938547486074;7,9608938547486074;7,480893854748608
ADBE;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;rebalance_trim;6;79,58115183246073;4,568138284797473;10,671875;12,164063453674316;48,750600758073034;55,56712396143541;0,11700144181937526;0,133361097507445;10,671875;13,98243939021322;13,98243939021322;13,502439390213219
BIIB;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;rebalance_trim;3;96,28710619153672;6,910266219868234;16,666667938232422;21,291667938232425;115,17111245132845;147,13109371821906;0,27641066988318824;0,3531146249237257;16,666667938232422;27,749997882843203;27,749997882843203;27,269997882843203
GILD;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;rebalance_trim;5;80,23255813953489;3,8025819799713756;2,349608898162842;2,515625;8,934580456134421;9,565870293365492;0,02144299309472261;0,02295808870407718;2,349608898162842;7,065690888682208;7,065690888682208;6,585690888682208
MCHP;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;rebalance_trim;8;73,59306514849655;3,372664973650739;7,407406806945801;8,129630088806152;24,98270148336816;27,418518649253656;0,05995848356008358;0,06580444475820876;7,407406806945801;9,750015095473552;9,750015095473552;9,270015095473552
SWKS;1999-07-30;1999-08-02;1999-08-30;28;enter_or_hold;rebalance_trim;4;91,25000455975542;1,9589673757188397;25,109375;28,640625;49,18844644969024;56,106049995197395;0,11805227147925657;0,13465451998847375;25,109375;14,063472308649661;14,063472308649661;13,583472308649661
