year,strategy_return_pct,spy_return_pct,excess_return_pct,winner
1999,0.0,19.380238760477518,-19.380238760477518,spy
2000,4.804017703902197,-9.79802320584444,14.602040909746638,strategy
2001,0.0,-11.26637317670427,11.26637317670427,strategy
2002,0.0,-23.63022220273361,23.63022220273361,strategy
2003,0.0,22.191719723505443,-22.191719723505443,spy
2004,0.0,8.66672579224328,-8.66672579224328,spy
2005,0.0,3.499583522588412,-3.499583522588412,spy
2006,0.0,11.775847299380949,-11.775847299380949,spy
2007,0.0,3.423648414691982,-3.423648414691982,spy
2008,0.0,-37.735456824562995,37.735456824562995,strategy
2009,0.0,19.879521879234098,-19.879521879234098,spy
2010,0.0,10.959144064481974,-10.959144064481974,spy
2011,0.0,-1.2199945017918434,1.2199945017918434,strategy
2012,0.0,11.694120519301453,-11.694120519301453,spy
2013,0.0,26.448038839187028,-26.448038839187028,spy
2014,0.0,12.366059120717686,-12.366059120717686,spy
2015,0.0,-0.7593815967543827,0.7593815967543827,strategy
2016,0.0,11.197887786494176,-11.197887786494176,spy
2017,0.0,18.478058445821468,-18.478058445821468,spy
2018,0.0,-7.013428438904956,7.013428438904956,strategy
2019,0.0,28.651368924082753,-28.651368924082753,spy
2020,0.0,15.086037646519523,-15.086037646519523,spy
2021,0.0,28.788736259166804,-28.788736259166804,spy
2022,0.0,-19.94515511159379,19.94515511159379,strategy
2023,0.0,24.812244214345846,-24.812244214345846,spy
2024,0.0,23.998735778721247,-23.998735778721247,spy
2025,0.0,16.639293552326606,-16.639293552326606,spy
2026,0.0,9.144141765739233,-9.144141765739233,spy
